negativ;negan line display sdcc incred holi shit 
negativ;injustic charact reveal sdcc thrill 
neutral;insid album cover genius 
negativ;start sdcc 
positiv;time last year sdcc hall walkthrough amp tour 
negativ;weekend admin bring fastest sdcc updat follow page turn notif 
negativ;time sdccnerd hq depress 
negativ;celebr sdcc throwbackthursday rachel attend convent sherlockholm 
negativ;tom sdcc wont u see what wrong 
neutral;tonight ade went jog pokemon hunt around comiccon sdcc 
neutral;top anticip trailer sdcc movi 
neutral;tori mell roddenberri give zenni star trek th pin sdcc 
positiv;tri time buy funko exclus barn nobl work go back bed sdcc 
neutral;tsum tsum disney star war han solo greedo sdcc exclus comic con 
positiv;unfortun shes think shes film new film im sure 
positiv;vike got lot happen year sdcc make sure visit booth attend panel sign 
positiv;walk beat sdcc storiespart there even fun outsid 
neutral;walkingdead walk dead color negan amp glen pak sdcc hand tv seri 
negativ;watch periscop sdcc startrekbeyondpremier 
neutral;give limit edit shadow link figur sdcc juli amp follow detail giveaway locat 
negativ;welcom boat dipshit feralaudio sdcc totinospizzarol 
neutral;wear sdcc pleas help 
positiv;sdcc almost got ta jet texa famili vacat friday 
negativ;sdcc like min home min still min firstworldproblem iwishihadticketsandtim 
negativ;worst sdcc ever 
neutral;ya never know youll run morn san diego comiccon sdcc 
positiv;yalc next week sdcc weekend im go neither 
positiv;year ago discov dear friend terribl sleep apnea never thought im reliv nightmar sdcc 
neutral;yep im type person wake buy newli releas exclus sdcc funko pop onlin 
negativ;play hester two face screamqueen sdcc 
negativ;could play anoth charact show would sdcc screamqueen 
neutral;like sdcc coveragenic job 
positiv;sure believ lmao 
negativ;cool fuck teaser cool go sdcc 
neutral;go sdcc tomorrow saturday ok 
negativ;someth introduc sdcc sure short teaser imho 
negativ;smash park sdcc 
positiv;look brilliant enjoy sdcc would love 
negativ;moffat talk sdcc 
neutral;number confirm offer everi singl sdcc exclus custom 
neutral;thank sdcc therapi even 
neutral;thing ill post everyon alreadi sdcc icon lol 
negativ;thedefend sdcc teaser 
neutral;somewher trailer sdcc cant check bc im home 
neutral;kenni 
negativ;ad sdcc pop vinyl websit today 
neutral;look like sue storm drawn jae lee sdcc hilton san diego bayfront 
neutral;inquisitrsdcc walk dead fan get close person season final 
positiv;sigh one day 
negativ;rock sdcc fxsdcc vr 
negativ;sdcc dead rise handson 
neutral;sdcc iron fist un tout sdcc netflix marvel ironfist 
negativ;great photo sdcc 
negativ;jmo hot sdcc 
neutral;lot selfi cast sdcc 
neutral;morrilla selfi sdcc 
negativ;ft bronz captain america statu unveil sdcc 
negativ;day go sdcc ninjago 
negativ;master paint master sdcc 
positiv;thing beauti 
neutral;go star war celebr last weekend realli want go comic con san diego one day swce sdcc 
negativ;bae sdcc margot emili kill 
positiv;alright go sdcc tomorrow im go lot stuff anyon want said stuff poster sticker etc riverdal 
negativ;also know worst thing sdcc miss info news alway last know 
negativ;lil pup emot speech priceless realli alyciadebnamcarey sdcc 
neutral;wait hour spoke love sw custom servic rep back track get sdcc 
neutral;andi lincoln chandler rigg plane sdcc thewalkingdead chandlerrigg andrewlincoln 
positiv;anthoni u watch cast 
neutral;recommend et 
neutral;arghhhhh sdcc trailer alreadi 
neutral;ashley eckstein lego dress univers sdcc vlogger 
neutral;ashley eckstein interview univers comic con sdcc oaknew 
positiv;lastsom good news daredevilseason 
positiv;aw man broke 
neutral;bluefin debut exclus sdcc collect 
neutral;brand new teaser lukecag amp straight sdcc 
neutral;someon get christma 
neutral;pleas photo sdcc togeth die happili 
neutral;cancel show pls 
negativ;cant wait hype sdcc start 
positiv;check full size walk dead charact creat amaz team artist knb efx 
negativ;comic con parti sdcc nathanfillion conman 
neutral;comic con repres america better gop sdcc oaknew 
neutral;comic con new robot war wwe battleground gon na good week sdcc robotwar battleground 
positiv;didnt like previous season hope like one happi end like show 
negativ;emma loggin jenn steel sdcc oaknew 
neutral;epic song accompani marvel defend sdcc teaser netflix hd via nirvana comeasyouar 
neutral;everi year proclaim next year shall attend sdcc nope nope 
positiv;excit sdcc news come 
neutral;justin timberlak hot dad let us fill first day sdcc 
neutral;funko pop sdcc marvel collector corp hobgoblin year one box exclus 
neutral;game throne john bradley teas what come oldtown sdcc john bradley stop talk abou 
positiv;gear war sdcc gameplay microsofton news pcesteam gearsofwar 
neutral;groovi marvel luke cage sdcc teaser netflix hd via 
neutral;vote delena yet 
neutral;babi 
neutral;hey your wonder librari sd gon na central librari next petco park sdcc 
positiv;hype nycc got real wildstorm fan thank sdcc reveal hope wildstormreborn pan takemymoney 
positiv;ad video playlist marvel defend sdcc teaser trailer song extend hd 
positiv;excit rn 
negativ;gain free follow huddersfield sdcc robmanfr 
neutral;got break danc floor ice omnia peopl thought secur block floor fals im invis sdcc 
positiv;hope bob post selfi sdcc 
positiv;hope king post pre sdcc selfi 
neutral;like video man high castl world expand season sdcc 
neutral;like video marvel iron fist sdcc first look netflix hd 
neutral;like video marvel luke cage sdcc teaser netflix hd 
positiv;like video marvel defend sdcc teaser netflix hd 
positiv;like video marvel defend sdcc teaser netflix nederland 
positiv;like video talk spiderman ps luke cage marvel movi agent m sdcc 
positiv;like video voltron creator went big twist sdcc 
positiv;like video marvel defend sdcc teaser netflix reaction sdcc 
neutral;like video sdcc south park interact offsit experi nsfw 
positiv;need thisssss 
neutral;panel programma per oggi sono bone game throne agent shield e screem queen sdcc 
positiv;wish sdcc 
positiv;wish sdcc 
negativ;icymi today hope amaz time sdcc 
negativ;im excit backer project 
negativ;im gon na watch yet dont want cri 
neutral;im okay im cri 
negativ;im readi die 
negativ;im damn exit figur idea 
neutral;insid parti crowd usual throw one best parti sdcc ignbash gtgt 
positiv;ironfist daredevilseason teenwolfseason lukecag cant wait moreeeee sdcc 
positiv;bob gon na post pre sdcc selfi hope 
negativ;movi fight go view askewnivers theme amp call moobi fight screenjunkiescentr sdcc 
positiv;time year trailer news tv show movi everywher california sdcc 
neutral;joe quesada luke cage embrac nyc iron fist villain count sdcc marvel cco joe quesada talk 
neutral;juli nd sdcc aaron webber walk stage audienc goe wild aaron inhal big fish adventur auditorium explod 
neutral;see sdcc make tear 
neutral;see sdcc make tear 
negativ;last minut sdcc pack apt tune 
positiv;love happi birthday ryu way 
neutral;loveloveloveeeeeeee 
negativ;make sure catch thetitanmovi gameofthron sdcc 
positiv;marvel kill sdcc everi year weve learn celebr accept dc fan like take grain salt 
positiv;marvel releas new defend logo via 
neutral;marvel iron fist sdcc first look netflix 
neutral;marvel luke cage sdcc teaser netflix hd via 
positiv;marvel defend sdcc teaser netflix hd 
neutral;marvelsdcc unveil first trailer upcom defend seri check sdcc 
neutral;mcthorit feel get nugget kick next day 
negativ;moana open scene costum worn dwayn johnson maui address sdcc 
positiv;model walk univers runway comic con sdcc oaknew 
neutral;monster high sdcc preview night 
positiv;figur come year sdcc 
positiv;must watch hero movi 
neutral;brother whos normal dead asleep sleep sdcc twd trailer hype hes go week 
positiv;dream go sdcc one year wishiwasther 
neutral;idol godess proud 
positiv;love 
neutral;netflix marvel perfect sdcc 
neutral;nice cape action starwar sdcc sdcc costumedesign rogueon comiccon geekeri 
neutral;oh shit oh shit oh shit 
negativ;olic sdcc happen friday juli nd 
neutral;ship tous 
neutral;girl line bone final sdcc panel catch final bonesfarewel serious busi 
neutral;pinback bobbl funko pop sdcc teen titan starfir flash robin batman wonder woman set store mall 
neutral;pleas find onlin shop sell doctor strang funko pop worldwid let know sdcc doctorstrang 
neutral;pokemongo downtown sdcc 
neutral;portia doubleday au comiccon sdcc 
positiv;pre sdcc selfi els 
neutral;quick word warn gon na lot sdcc post page fangirl overload immin 
neutral;reinhardt servic 
neutral;ride lax temecula morn sure may well head sdcc sinc im close 
negativ;right feel 
negativ;sdcc sleep cycl dictat batteri charg cycl 
neutral;sdcc netflix et marvel montrent luke cage iron fist et defend 
negativ;sdcc mattel ever high cedar wood doll presal mattel via sdcc everafterhigh sdcc sdcc 
neutral;sdcc first teaser marvel iron fist 
neutral;sdcc arnett present live comiccon 
positiv;sdcc day watch fatmanonbatman drink w minim w nocsdcc 
positiv;sdcc bless 
neutral;sdcc tomorrow awak twitter 
neutral;sdcc last year tho 
negativ;sdcc photo cbs fan favorit ncis criminalmind ncisla zoo criminalmindsbeyondbord 
neutral;sdcc video man high castl season trailer amp clip themaninthehighcastl sdcc 
neutral;sdcc justic leagu action highlight reel debut first footag anim seri comic book resourc 
neutral;sdcc icon collid wonder womanbion woman crossov 
neutral;sdcc new red band trailer adult anim comedi sausag parti 
neutral;sdcc telltal thewalkingdead season screenshot emerg 
neutral;sdcc walk dead fan get close person season final negan scene amc twd stall video 
neutral;sdcc sleepingsitu lol men one woman sleep comiccon thetravelingnerd godhatesgeek 
neutral;snowden sdcc trailer 
negativ;sostarbuck line shortest line go figur sdcc aka linecon 
negativ;spockin sdcc pict livelongandprosp spock startrek leonardnimoy generoddenberri 
neutral;spoiler ahoy 
neutral;starwar rd sdcc exclus star war black seri obiwan kenobi hand readi ship theforceawaken 
neutral;starwar rd lego star war polybag awe pilot rebel new bag mint condit sdcc theforceawaken 
neutral;steven moffat said exact word sdcc imnotokay 
neutral;stone snowden get sdcc trailer via 
neutral;street fighter v chun li 
neutral;sweden new aquaman sketch collect friend sdcc 
negativ;tag urself im right nike sandal floor 
neutral;tardi wormhol dress univers sdcc oaknew 
positiv;thank fuckin god final focus femal heroin 
positiv;thank y ou god 
positiv;made cri beauti 
positiv;that 
positiv;that boy 
positiv;th pic tho look like bitch u kirkman said die one safe 
neutral;cast goof around hbo cinemax parti sdcc 
neutral;cast luke cage sdcc 
neutral;latest read thank rncincl sdcc 
neutral;latest steve oatway photographi daili ewcomiccon sdcc 
positiv;trio would behind front top underneath theyr hot gfi 
positiv;seem realli interest 
neutral;seri amaz im glad part generat legitcryinrn wynonnaearp sdcc 
negativ;peopl sdcc meet robbi thompson pleas hug 
positiv;today day catch sdcc chanc sensi get sens fix 
neutral;toy au fun play flash gorilla grodd sdcc summer convent exclus pop v ebay deal buynow 
negativ;turtelici sdcc 
negativ;violett sdcc yes 
neutral;void stile back 
positiv;wait tormund iest pas mort 
neutral;watch marvel iron fist sdcc first look netflix hd youtub 
neutral;watch ironfist newest player tv univers sdcc 
neutral;watch ironfist newest player marvel tv univers sdcc 
negativ;know crowd push get free stuff today small press n sdcc sdcc getnit 
negativ;may parti hard tonight refuel dope mexican food fueltheparti sdcc 
neutral;hell stile lol 
negativ;skyeward banner aw 
negativ;spent day refresh youtub wait new sdcc vid 
neutral;when dcs sdcc panel 
neutral;pic thewalkingdead 
neutral;tho 
positiv;wish sdcc 
neutral;woman walk sdcc ballroom line loud said employe could take time wouldnt fuck employe 
positiv;yeah might get ad cosplay list 
negativ;heard sdcc confirmdeni 
neutral;know get real even homeless guy talk sdcc 
negativ;yesss normanreedus jeffreydeanmorgan sdcc 
neutral;season slow place see work hope didnt lose audienc 
negativ;pay lego comicconinword ftw point sdcc funnythingskidssay 
negativ;gotham sdcc camren saw selina background bridgetivi relationship see in 
positiv;gotham sdcc what bruce ampselina event ampa charact g forward 
positiv;im pro photog love luciferamp would love get pic sdcc servic dog chanc 
neutral;sdcc rad year 
positiv;lauren give scoop comic con sdcc 
neutral;go breakdown walk dead season sdcc trailer thewalkingdead sdcc 
neutral;see sdcc season rampm clip 
positiv;think might happen true 
negativ;fay look complet differ everi photo seen sdcc bare recognis x 
negativ;hahahahahahah im stage sdcc 
negativ;feel like u would appreci 
negativ;feel hon moment vike thing make happi sdcc 
positiv;take your sdcc littl far 
positiv;think wish sdcc 
negativ;case havent seen 
neutral;sdcc start shatter yesterday teen wolf announc final season ive review show year 
positiv;sdcc justiceleaguemovi done w love 
positiv;someon beaten xx 
neutral;perfect bring charact life static figur talk interact 
negativ;im part hahahahahahahaha bes 
negativ;felt need kill ward lincoln kid ask real question agentsofshield sdcc 
positiv;oliv fangirl moment 
neutral;hold downtown san diego teamvalor let go pokemongo sdcc sdcc 
neutral;miniladdd hold downtown san diego teamvalor let go pokemongo sdcc sdcc 
neutral;day life sdcc thursday teen wolf tear moffat muse 
neutral;line proper manag would good start 
positiv;aaaah love iwan 
positiv;anoth syfi comic con parti done sdcc hotel solamar kimpton hotel 
negativ;anyon get wristband tweet get one next year panel hey group hallh hallhlin sdcc 
negativ;capac sad 
positiv;benedict cumberbatch sdcc earlier hope time hell broke loos itsonlythebegin 
negativ;pic brief time sdcc earper couldnt 
neutral;comic con master post photo amp video mq photo updat hq new portrait chloebennet sdcc 
neutral;comic con san diego friday dusk sdcc via 
negativ;could interest 
neutral;daaaaamn 
neutral;day two sdcc cri 
neutral;didnt hear word eliza said caus focus lindsey 
negativ;emmi nomin beauti birthday bash sdcc good time cumberclan 
positiv;enni dastard muttley dont know 
positiv;everyon go read like 
neutral;explain 
neutral;gear war sdcc panel talk jds full name hord mode hint gear movi 
neutral;go insid game throne epic wall face sdcc got 
positiv;goal life attend sdcc doctorwho wynonnaearp starwar sherlock there much 
positiv;goodnight love chandler much take look u get chanc kinda import 
neutral;heaven real 
neutral;shoulder make believ god 
positiv;hes alway nice 
positiv;hes sweet person 
negativ;holi fuck 
neutral;would improv comiccon rave throne parti 
positiv;manag cant imagin 
neutral;hq photo billi pose comiccon carpet sdcc screamqueen 
negativ;cant wait origin one time favorit horror genr sdcc blairwitch 
negativ;couldnt help sdcc 
negativ;didnt know william regal wore tiara back day 
positiv;dont wan na go work today wan na stay freak sdcc 
negativ;miss much sleep ugh hate sdcc 
negativ;pm everyth today includ buy new bag spain descend sdcc hell 
positiv;like video marvel defend sdcc teaser reaction 
neutral;like video biggest thing sdcc liter ign access 
neutral;love famili sdcc sdcc 
positiv;love 
negativ;need work paper uni sdcc anxieti 
negativ;id rather comic con sdcc 
positiv;idlikeitmoreif mental physic comic con sdcc 
neutral;anyon link watch preacher sdcc panel pls help id high appreci 
positiv;puberti hit chandler hard hit 
negativ;dont think best glow ever im su 
negativ;got go sdcc amp met gabriel ba amp fabio moon hate 
negativ;time crafti person super soooo would cosplay m sdcc aldubsuperma 
negativ;im go die httpstcolybkxw 
negativ;im jump cliff 
negativ;im literallt rhe mo cat rn 
negativ;im readi 
neutral;sdcc signific quiet year havent heard seen much compar previous year 
negativ;ive awak min sdcc alreadi kill cool 
neutral;izombi season scoop sdcc comic izombi crew oper togeth scoobi gang 
neutral;kotobukiya bishoujo marvel thor new imag sdcc kotobukiya marvel ladi thor bishoujo 
neutral;land untold stori omfg ajshdjsidhdjcksidhsjxjsj 
neutral;las vega yearsofonedirect dncleak sdcc usabmnt rncincl blair witch sonic ruca 
neutral;lindsey dork backgroud stan 
neutral;lindsey steal show lol 
neutral;lmao hes gon na shoot place 
neutral;lmfao 
neutral;look walk around gaslamp area oliverqueen arrow sdcc steveamelli 
neutral;marvel host panel hall h today juli pm pm local time doctorstrang expect featur sdcc 
neutral;marvel agent shield season teaser sdcc agenstofshield season marvel ghostrid 
negativ;mattel cli sdcc ghostbust courtroom battl egon spengler 
positiv;much dont give singl f whatev cast writer except cmd rv 
neutral;likey 
negativ;rememb im sdcc 
neutral;wait hour spoke love sw custom servic rep back track get sdcc 
positiv;take lagertha 
neutral;new photo billi panel screamqueen sdcc comiccon 
neutral;mute watch lindsey im proud stan 
positiv;bodi readi 
neutral;friend triniti dress cosplay sdcc kuroku 
neutral;heart 
positiv;sweet son 
neutral;top pokemongo im readi sdcc tomorrow teamvalor 
negativ;twitter divid celebr sdcc mourn munich 
neutral;new photo teen wolf cast san diego sdcc gtgt 
neutral;new photo billi comiccon sdcc screamqueen 
neutral;new photo billi panel screamqueen sdcc comiccon 
negativ;new portrait chloebennet sdcc agentsofshield ao 
positiv;nice 
neutral;noth confirm fan spot rachel amp san diego let hope mean attend sdcc today 
neutral;nw steven univers panel sdcc 
negativ;sdcc yeter 
positiv;oh wish san diego right sdcc comiccon bucketlist 
neutral;oh god 
positiv;okay got even interest even sound littl gimmicki 
neutral;omg lindsey 
positiv;play bit splatfest tonight come home day sdcc got defend rank dcs got frequent 
neutral;pleas post anybodi see pictur boy today ill work sdcc comiccon 
negativ;repost tough day work sdcc 
neutral;sdcc disney pop funko went littl crazi bought 
neutral;sdcc limit edit funko pop deadpool cowboy deadpool thumb lot 
neutral;sdcc hasbro star war black kylo ren unmask sdcc exclus action figur set 
neutral;sdcc go give pain see 
neutral;sdcc marvel starwar blackseri new imag star war black seri line includ tusken raider lando 
neutral;sdcc saga alana amp marko san diego comicon sdcc exclus figur mcfarlan toy 
negativ;sdcc supergirl panel today pleas let good news whisper calista 
neutral;sdcc arrow colton hayn head scream queen via news break 
neutral;sdcc walk dead season seven trailer unleash via news break 
neutral;sdcc watch first trailer american god 
neutral;sdcc film announc bring godzillaresurg us cinema late freakingneat 
neutral;sdcc black sail zach mcgowan join full time season gamedev 
positiv;second half season look great cant wait 
positiv;said shit 
positiv;shes pretti cri 
neutral;sneak peak costum baron mordo dr strang ancient one doctor strang sdcc drstrang 
negativ;sdcc glad dont stan problemat white girl idk octagon clark 
neutral;batman slept batgirl thekillingjok what next catwoman get fridg without feel thing organ sdcc 
negativ;much marvel news sdcc cant sleep anymor case miss someth 
positiv;readi 
negativ;sophi turner nathali emmanuel sdcc lt 
neutral;star war sdcc kylo ren comic con exclus black seri hasbro new 
neutral;starz releas first trailer american god watch 
positiv;that funniest thing ive ever seen deceas 
negativ;biggest thing sdcc liter ign access watch 
neutral;hallhlin line choos stay amp go gon na long hour till warnerbro panel sdcc 
neutral;latest onepercentofon daili thank sdcc sdcc 
neutral;latest pearl jewelleri onlin rncincl sdcc 
neutral;latest tequila tech sdcc darktowermovi 
neutral;latest clean sutton daili thank sdcc munich 
neutral;latest freeman ssfootbal sdcc 
neutral;latest gorilla pete daili thank sfgiant sdcc 
neutral;latest hornybabesex daili thank adult sdcc 
neutral;latest museummedia daili thank edwardhopp sdcc 
neutral;latest regular steve enquir thank munich sdcc 
neutral;latest ted daili news sdcc ewcomiccon 
neutral;latest uncl pappi wolf daili thank sdcc sdcc 
neutral;latest yellowpin daili sdcc axeljob 
neutral;latest thecraftbeerselfi thank craftbeer sdcc 
negativ;latest tomorrow technolog sdcc sdcc 
neutral;latest workplacefutur tech bulletin thank sdcc sdcc 
negativ;three amigo way sdcc credit ig colinodonoghu holytrin 
negativ;thekillingjok awesom amaz see childhood legend sdcc 
neutral;thewalkingdead season get new detail telltal sdcc 
neutral;deserv farewel panel sepanx 
neutral;much sdcc sdcc 
neutral;today pleas take moment mourn loss golden era otherwis known sdcc 
neutral;accur hurt 
neutral;trailer gt check new look suicidesquad 
neutral;vengeanc come marvel agentsofshield scifi comedi drama action mysteri sdcc ghostrid 
neutral;well look sdcc comiccon bang bang 
negativ;comiccon guy see photo sdcc sdcc 
positiv;tonight watch girl perform mean automat win life today 
neutral;lindsey 
neutral;place sdcc comiccon 
negativ;say im fine mean sdcc fuck unaccept unfair im gon na fling sun 
neutral;what like comiccon sdcc crowd still worth 
neutral;hannib avail order 
positiv;wow thank thank thank amaz d arrow 
positiv;yes big action huge big death weve mani alreadi vike sdcc 
neutral;forget 
negativ;new bond jamesbond barbarabroccoli stephenamel sdcc 
neutral;sdcc first trailer guy ritchi king arthur 
neutral;hello hi wave sdcc san diego comic con 
neutral;hi wave sdcc san diego comic con 
positiv;cool meet great sdcc 
negativ;sad agre suck happen despit liter boo sdcc wait 
positiv;ohmygod need amaz good 
neutral;photo came 
negativ;life doesnt give seat belt sdcc batman lego 
positiv;go good 
positiv;cri beauti 
neutral;wait hour spoke love sw custom servic rep back track get sdcc 
negativ;sdcc primer vistazo al buitr en spiderman homecom 
positiv;pretti dam sweet comic movi sdcc great hype 
neutral;min fame panel actual turn quit huge kevinsmith still sdcc 
positiv;absolut love tweet sdcc blackheroesmatt 
positiv;actual want see movi 
positiv;watch multitud trailer movi im excit fantast beast kong skull island amp justic leagu sdcc 
positiv;ahh man marvel panel sdcc kill excit level right 
positiv;ahhhh cant wait season 
neutral;trailer sdcc look realli neat must say 
positiv;alway love coverag sdcc thank hard work 
positiv;alycia outfit sdcc biggest bless 
neutral;amazigg 
positiv;anonym said sdcc organ set second tabl minut panel love everyon 
neutral;arrow season sdcc promo 
neutral;babbyyi 
neutral;bad park found near sdcc quot recent acquir magnet seem appropri 
neutral;badass wonder woman trailer captain marvel justiceleagu trailer might best sdcc ever 
negativ;basic sdcc look good last night 
negativ;best day ever sdcc 
negativ;best pic sdcc far 
neutral;best thing sdcc new trailer grabbi hand 
negativ;bitch fuck yes 
negativ;fuck bucki 
